		0.001		0.002		0.003		0.004		0.005		0.006		0.007		0.008		0.009		0.01		error_L2	
1e-01	4.01e-01	4.01e-01	4.01e-01	4.01e-01	4.01e-01	4.01e-01	4.01e-01	4.01e-01	4.01e-01	4.01e-01	1.27e-02	
1e-02	3.16e-01	3.16e-01	3.16e-01	3.16e-01	3.16e-01	3.16e-01	3.16e-01	3.16e-01	3.16e-01	3.16e-01	9.99e-03	
1e-03	1.47e-01	1.47e-01	1.47e-01	1.47e-01	1.47e-01	1.47e-01	1.47e-01	1.47e-01	1.47e-01	1.47e-01	4.66e-03	
1e-04	1.97e-01	1.97e-01	1.97e-01	1.97e-01	1.97e-01	1.97e-01	1.97e-01	1.97e-01	1.97e-01	1.97e-01	6.22e-03	
1e-05	2.54e-01	2.54e-01	2.54e-01	2.54e-01	2.54e-01	2.54e-01	2.54e-01	2.54e-01	2.54e-01	2.54e-01	8.04e-03	
1e-06	2.98e-01	2.98e-01	2.98e-01	2.98e-01	2.98e-01	2.98e-01	2.98e-01	2.98e-01	2.98e-01	2.98e-01	9.44e-03	
1e-07	3.32e-01	3.32e-01	3.32e-01	3.32e-01	3.32e-01	3.32e-01	3.32e-01	3.32e-01	3.32e-01	3.32e-01	1.05e-02	
1e-08	3.60e-01	3.60e-01	3.60e-01	3.60e-01	3.60e-01	3.60e-01	3.60e-01	3.60e-01	3.60e-01	3.60e-01	1.14e-02	
